LATITUDE,LONGITUDE,reef.alias,Water_Samples,Region,Subregion,Season,waterYear,Date,Mnth,DOC
-17.1627,146.0048167,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2015,2015-07-26,7,1141.02566229
-17.1627167,146.0045333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-03-29,3,1013.6683449999998
-17.1627333,146.0043167,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-04-07,4,1124.049435
-17.1627667,146.0046,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-03-05,3,1003.4189683425
-17.1628,146.0044,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2021-12-09,12,925.80788
-17.1628167,146.00455,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2019-12-05,12,868.2952183424999
-17.16290795,146.0052131,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2013,2013-02-17,2,939.411849384625
-17.162908925,146.005542125,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2010,2010-06-28,6,862.5963780079318
-17.1629167,146.0047333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2018-10-09,10,885.8112199725
-17.1629167,146.0051667,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2016-10-12,10,1105.8018733875
-17.162937499999998,146.005309175,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2008,2007-10-11,10,628.8774651073295
-17.16294185,146.005217525,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2010,2009-10-10,10,730.5904240065455
-17.1629667,146.0051667,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2021-06-11,6,943.10372
-17.1629833,146.00465,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2015-12-11,12,891.3604521099999
-17.163,146.005,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2021-10-02,10,929.1709599999998
-17.1630167,146.0045,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2020-10-20,10,997.5135499999998
-17.16303335,146.005488425,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2009,2009-06-14,6,739.2302462722387
-17.163173825,146.00590384999998,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2011,2010-10-09,10,883.1443335655
-17.163225575000002,146.00556634999998,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2012,2011-10-04,10,839.3302061476874
-17.163249725,146.00522705,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2010,2010-03-02,3,871.8427658737842
-17.1632667,146.00475,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-04-11,4,1053.4648116849999
-17.163275,146.00475,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2019-05-27,5,968.3868749999999
-17.1632833,146.00485,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-05-12,5,1464.7121131325
-17.1632833,146.0049833,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2018,2018-05-10,5,1211.0552572949998
-17.1632855,146.00492705,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2013-10-14,10,812.5984126952499
-17.1633167,146.00485,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-04-20,4,895.346963065
-17.1633283,146.0049917,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2016-07-05,7,1110.356714835
-17.1633283,146.0049917,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2017-12-07,12,971.9766626249999
-17.1633333,146.0033333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-02-07,2,990.9074699725
-17.16335,146.00540915,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2011,2011-06-23,6,869.5638898262998
-17.16345,146.0047,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2022-06-07,6,922.2646349999999
-17.1634667,146.0049333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2015-10-22,10,864.5012136899999
-17.1634745,146.00580200000002,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2013,2012-10-11,10,1063.6599999653124
-17.16365,146.0047333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-02-03,2,938.3594050275
-17.1637833,146.0045333,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-02-12,2,948.917944825
-17.1638333,146.0051667,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-02-28,2,981.8743572024997
-17.164,146.005,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-02-11,2,1084.6833824999999
-17.1640167,146.005,High West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2018-12-04,12,798.2310316574999
-17.2013333,145.9858333,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-02-28,2,964.5311938625
-17.2014123,145.9789693,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-02-18,2,1070.8768581099998
-17.2016667,145.99,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-02-13,2,1568.03605
-17.2024667,145.98645,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-02-03,2,930.8525
-17.2025,145.9801667,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-02-11,2,1161.2535074999998
-17.2026,145.9789167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2018,2018-05-10,5,1524.0229115725003
-17.20267,145.98553,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-03-27,3,1043.4343955575
-17.20267,145.98553,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2016-07-05,7,1121.8903376399999
-17.20267,145.98553,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2017-12-07,12,1495.3133786024998
-17.20275,145.9788167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2019-12-05,12,905.8295933425001
-17.2028,145.9794,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-03-05,3,1003.4189683425
-17.202833300000002,145.9865,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-02-07,2,1010.9258433424999
-17.20285,145.97885,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-04-07,4,1104.351395
-17.2029,145.9788,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-03-29,3,1084.6833824999999
-17.2029167,145.9783167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-02-12,2,1096.2795525875
-17.2029167,145.9784167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2020,2019-10-09,10,965.8845633149998
-17.2029833,145.9783667,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-03-31,3,1192.4038858625
-17.2029833,145.9786167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2015,2015-07-26,7,1227.3557757525
-17.203,145.97865,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-09-27,9,1126.8501900074998
-17.203,145.9803333,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2020,2020-07-13,7,875.8020633149999
-17.2030167,145.9787167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-05-12,5,1562.6080689074997
-17.2030167,145.9805667,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2022-06-07,6,846.4752249999999
-17.2030333,145.97885,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2020-12-08,12,1036.249025
-17.2030833,145.9783,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2015-10-21,10,1055.09920851
-17.2030833,145.9786167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-03-07,3,1108.515188315
-17.2030833,145.9788167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-04-20,4,916.0868071775
-17.2031,145.9781,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2016-12-18,12,1219.9680498725
-17.2031167,145.9784833,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-03-07,3,1207.3818430825
-17.20315,145.9785333,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-04-11,4,1123.5289383149998
-17.20315,145.97875,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2015-12-11,12,878.5244165199998
-17.2031667,145.97895,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2021-12-09,12,919.7723524999999
-17.2031667,145.9806667,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2021-10-02,10,948.7789174999999
-17.203175,145.9785167,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2019-05-27,5,1043.4556550275
-17.2031833,145.9781667,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2016-10-12,10,1075.20249965
-17.2032,145.979,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2020-10-20,10,1067.117295
-17.2032167,145.9785333,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-04-26,4,1904.5870025025
-17.2033333,145.97835,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2018-10-10,10,918.3410316575
-17.2034667,145.9793667,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2021-06-11,6,911.8751199999999
-17.2035667,145.9783833,Russell Mulgrave Mouth Mooring,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2018-12-04,12,1008.4235616849998
-17.223611050000002,146.08790715,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2009,2008-10-10,10,644.883866325486
-17.2246667,146.0861667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2006,2006-01-27,1,653.272104335
-17.225,146.0866667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-02-13,2,1282.3844424999997
-17.225186275,146.088813675,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2014-07-02,7,859.1346083659191
-17.22555,146.08775,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2015,2015-07-26,7,1126.7628099824997
-17.2257833,146.0870333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-03-31,3,1081.6440289774998
-17.225787775,146.08860855,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2010,2010-06-25,6,781.8187037018249
-17.225866675,146.086716675,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2008,2008-03-27,3,765.6319520350416
-17.2261167,146.0870833,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-03-07,3,1033.44649837
-17.226159499999998,146.08783638,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2012,2012-02-18,2,833.0802569244499
-17.2262165,146.0878517,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2015,2015-06-18,6,817.51922631
-17.22627265,146.08792425,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2014-09-23,9,805.7095102513
-17.2263333,146.0873333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-02-11,2,1055.9170374999999
-17.22638654,146.0881647,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2013,2013-06-21,6,884.12272860625
-17.2264,146.0877167,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2018,2018-05-10,5,1540.8037799474998
-17.226411475,146.08803262499998,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2011,2010-10-06,10,841.6337602550999
-17.2264167,146.0875,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-04-26,4,1639.98109923
-17.22644406,146.08789438000002,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2014,2013-10-11,10,858.1603192766873
-17.22645,146.0876667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2015-12-11,12,827.5803605699999
-17.2264667,146.0874,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2019-05-27,5,1113.519811685
-17.2265226,146.087907,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-02-18,2,853.5105181125
-17.226559975,146.08799249999998,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2010,2009-10-10,10,767.1851422388124
-17.2265667,146.0875667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-04-11,4,1045.9579066575
-17.2265667,146.0875833,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-05-12,5,1564.665943565
-17.2265783,146.0875417,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2016-07-05,7,1089.7116074849998
-17.2265783,146.0875417,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2017-12-07,12,1003.9281446599998
-17.2265833,146.0875167,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-04-20,4,965.6210119474999
-17.226598940000002,146.08811694000002,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2012,2012-06-09,6,865.7368037269125
-17.2266,146.0873667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2021-04-07,4,1109.0356849999998
-17.226610620000002,146.08782854,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2013,2013-02-17,2,868.3277420285749
-17.2266167,146.0875333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-03-05,3,945.8662499999998
-17.2266667,146.0880333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2020-02-03,2,883.3089683425
-17.2266667,146.0883333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2007,2006-10-29,10,713.0523527099999
-17.22667585,146.08824945,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2009,2009-06-14,6,721.167544923425
-17.2266833,146.0879667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2016-10-12,10,1127.65069313
-17.22671334,146.0882867,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2011,2011-06-23,6,854.854050856275
-17.2267267,146.08753998,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2011,2011-02-11,2,901.2705869306125
-17.22675,146.0877,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2019,2018-10-10,10,850.7791566574998
-17.2267667,146.0875333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2017,2017-09-27,9,1153.695405585
-17.2268,146.0875333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2016-12-18,12,1187.2641987974998
-17.2268,146.0876333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2020,2019-10-09,10,890.8158433424999
-17.2268333,146.087,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2019-02-07,2,970.8891266300001
-17.2268333,146.0873667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2020-10-20,10,994.3006075
-17.2268667,146.0878833,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2021,2021-06-11,6,951.2711999999999
-17.2268833,146.0873333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2022-03-29,3,1064.2046274999998
-17.2269167,146.0873833,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2022,2021-12-09,12,869.6864824999998
-17.2269333,146.0875,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2021,2020-12-08,12,941.30207
-17.22695005,146.08828342500001,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2010,2010-03-02,3,837.2905241287727
-17.2269649,146.088024,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2009,2009-02-24,2,774.8038252492613
-17.22697345,146.08846665,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2012,2011-10-04,10,867.60946290905
-17.2270167,146.0876,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2020,2019-12-05,12,848.2768749999999
-17.22705,146.0876667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2017,2017-03-07,3,1281.40302369
-17.2270833,146.0874667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2019,2018-12-04,12,965.8845933424998
-17.2271,146.08725,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2018,2018-02-12,2,1000.8391256524999
-17.227113340000002,146.08829998000002,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2013,2012-10-11,10,851.0344392021874
-17.2271167,146.0873333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2016,2015-10-22,10,852.652782575
-17.2271667,146.0871667,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2007,2007-04-17,4,689.1955940424999
-17.2271667,146.0883333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2021-10-02,10,946.9472399999999
-17.2271667,146.0885,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2005,2005-09-18,9,655.6903390199999
-17.22716838,146.0884751,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2014,2014-02-06,2,848.3876306830625
-17.22725,146.0887167,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2022,2022-06-07,6,838.6080199999999
-17.22742915,146.087991675,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2008,2007-10-10,10,637.8258241666704
-17.2276667,146.0873333,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2016,2016-02-28,2,948.3300964575001
-17.22787,146.08978,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Wet,2015,2015-03-27,3,862.5719768424999
-17.228116675,146.0886042,Franklands West,AIMS/JCU,Wet Tropics,Johnstone Russell Mulgrave,Dry,2008,2008-08-05,8,712.46523280965
-17.8842667,146.2563,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2016,2016-02-05,2,1135.9662387325002
-17.8883333,146.2596667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2019,2019-02-10,2,1070.980813315
-17.8889167,146.2596167,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2017,2016-12-19,12,1248.2722716475
-17.88905,146.25615,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2017,2016-10-11,10,1036.0600319149999
-17.88955,146.2594833,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2017,2017-03-21,3,1321.391065825
-17.88965,146.2606333,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2022,2022-03-28,3,1041.95425
-17.8897333,146.26055,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2020,2020-03-06,3,1008.4235316575
-17.8897667,146.2603167,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2016,2016-03-30,3,1112.3536937224999
-17.8897667,146.2608167,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2019,2018-12-05,12,888.3135316575
-17.8898167,146.2605333,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2021,2021-04-08,4,1117.2632199999998
-17.8898667,146.26055,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2020,2019-12-06,12,820.751686685
-17.8898667,146.2611333,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2021,2021-06-10,6,892.5374099999999
-17.89,146.26,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2021,2021-02-12,2,816.7179725
-17.89,146.2601667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2022,2022-02-10,2,1039.1316649999999
-17.8900167,146.2604667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2018,2018-02-13,2,1002.0064447149999
-17.8900833,146.2605667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2019,2019-03-08,3,963.3823116849999
-17.8901167,146.2603167,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2020,2020-02-06,2,975.8937800274998
-17.8901167,146.26065,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2022,2021-12-10,12,856.5644649999999
-17.8901333,146.26075,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2017,2017-04-27,4,1343.1250003525
-17.8901667,146.25995,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2022,2022-06-06,6,857.6154275
-17.8902167,146.2433667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2018,2018-04-19,4,997.5783493449999
-17.8902333,146.2500667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2017,2017-05-11,5,1369.8733772424998
-17.8902333,146.2601167,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2020,2020-04-13,4,1040.9533133149998
-17.8902617,146.2600567,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2016,2016-07-04,7,970.2888168499999
-17.8902618,146.2600574,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2015,2015-06-24,6,990.6536174875
-17.8903,146.2598833,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2018,2018-05-11,5,1082.32250034
-17.8903,146.2603667,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2015,2015-09-18,9,867.39850711
-17.890333300000002,146.2598333,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2022,2021-10-01,10,900.94511
-17.8903667,146.25995,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2019,2019-05-26,5,990.9075
-17.8903833,146.25995,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2016,2015-12-10,12,979.6135266725001
-17.8903833,146.2612833,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2020,2019-10-10,10,958.377688315
-17.8904,146.2608,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2018,2017-12-08,12,910.5603358849999
-17.8904333,146.2609,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2017,2017-09-28,9,1000.8391256524999
-17.8905,146.2602,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2021,2020-10-21,10,924.2164224999998
-17.8905,146.2607,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2019,2018-10-11,10,995.9120933425
-17.8905333,146.2603333,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2021,2020-12-09,12,887.1024325
-17.8906333,146.26055,Clump Point East,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2015,2015-03-26,3,909.668999575
-17.92290016666667,146.14300136666668,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2009,2008-10-13,10,709.6601347746874
-17.922983300000002,146.14304443333333,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2008,2008-03-26,3,893.1553181470625
-17.9231443,146.1434119,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2015,2015-02-21,2,954.2241343774998
-17.9233333,146.1416667,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2021,2021-02-12,2,1052.7040949999998
-17.9233333,146.1426667,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Wet,2019,2019-02-10,2,1148.551875
-17.9235833,146.14274443333335,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2008,2008-08-04,8,730.0732429034998
-17.9236389,146.1429333,Dunk North,AIMS/JCU,Wet Tropics,Tully Herbert,Dry,2008,2007-10-17,10,650.1120871804687
