AIMS_REEF_NAME,REPORT_YEAR,SITE_NO,TRANSECT_NO,HC,n.points,total.points
Mackay Reef,2011,2,2,41,82,200
Mackay Reef,2011,2,3,21.5,43,200
Mackay Reef,2011,2,4,23,46,200
Mackay Reef,2011,2,5,23,46,200
Mackay Reef,2011,3,1,26,52,200
Mackay Reef,2011,3,2,27.1356783919598,54,199
Mackay Reef,2011,3,3,25,50,200
Mackay Reef,2011,3,4,23,46,200
Mackay Reef,2011,3,5,12.5,25,200
Mackay Reef,2013,1,1,40,80,200
Mackay Reef,2013,1,2,35,70,200
Mackay Reef,2013,1,3,24.5,49,200
Mackay Reef,2013,1,4,18,36,200
Mackay Reef,2013,1,5,31,62,200
Mackay Reef,2013,2,1,19.5,39,200
Mackay Reef,2013,2,2,37,74,200
Mackay Reef,2013,2,3,25.5,51,200
Mackay Reef,2013,2,4,18,36,200
Mackay Reef,2013,2,5,17,34,200
Mackay Reef,2013,3,1,28,56,200
Mackay Reef,2013,3,2,22,44,200
Mackay Reef,2013,3,3,29.5,59,200
Mackay Reef,2013,3,4,26.5,53,200
Mackay Reef,2013,3,5,32.5,65,200
Mackay Reef,2015,1,1,8,16,200
Mackay Reef,2015,1,2,14,28,200
Mackay Reef,2015,1,3,21,42,200
Mackay Reef,2015,1,4,11.5,23,200
Mackay Reef,2015,1,5,22,44,200
Mackay Reef,2015,2,1,15.5,31,200
Mackay Reef,2015,2,2,15.5,31,200
Mackay Reef,2015,2,3,18.5,37,200
Mackay Reef,2015,2,4,9.5,19,200
Mackay Reef,2015,2,5,10.5,21,200
Mackay Reef,2015,3,1,17,34,200
Mackay Reef,2015,3,2,17,34,200
Mackay Reef,2015,3,3,16.5,33,200
Mackay Reef,2015,3,4,9,18,200
Mackay Reef,2015,3,5,12,24,200
Mackay Reef,2017,1,1,17,34,200
Mackay Reef,2017,1,2,17.5,35,200
Mackay Reef,2017,1,3,11.5,23,200
Mackay Reef,2017,1,4,12,24,200
Mackay Reef,2017,1,5,25.5,51,200
Mackay Reef,2017,2,1,25.5,51,200
Mackay Reef,2017,2,2,28.5,57,200
Mackay Reef,2017,2,3,20.5,41,200
Mackay Reef,2017,2,4,12.5,25,200
Mackay Reef,2017,2,5,13,26,200
Mackay Reef,2017,3,1,10,20,200
Mackay Reef,2017,3,2,19.5,39,200
Mackay Reef,2017,3,3,16.5,33,200
Mackay Reef,2017,3,4,10.5,21,200
Mackay Reef,2017,3,5,11.5,23,200
Mackay Reef,2019,1,1,13,26,200
Mackay Reef,2019,1,2,7,14,200
Mackay Reef,2019,1,3,17.587939698492463,35,199
Mackay Reef,2019,1,4,11.386138613861386,23,202
Mackay Reef,2019,1,5,22.660098522167488,46,203
Mackay Reef,2019,2,1,7.5,15,200
Mackay Reef,2019,2,2,18,36,200
Mackay Reef,2019,2,3,18.316831683168317,37,202
Mackay Reef,2019,2,4,8.91089108910891,18,202
Mackay Reef,2019,2,5,9.595959595959597,19,198
Mackay Reef,2019,3,1,10.5,21,200
Mackay Reef,2019,3,2,15,30,200
Mackay Reef,2019,3,3,21.21212121212121,42,198
Mackay Reef,2019,3,4,10.1010101010101,20,198
Mackay Reef,2019,3,5,10.552763819095476,21,199
Mackay Reef,2021,1,1,13.5,27,200
Mackay Reef,2021,1,2,6.5,13,200
Mackay Reef,2021,1,3,24.5,49,200
Mackay Reef,2021,1,4,17.5,35,200
Mackay Reef,2021,1,5,20.100502512562812,40,199
Mackay Reef,2021,2,1,13.366336633663366,27,202
Mackay Reef,2021,2,2,23.5,47,200
Mackay Reef,2021,2,3,14.5,29,200
Mackay Reef,2021,2,4,11.5,23,200
Mackay Reef,2021,2,5,17,34,200
Mackay Reef,2021,3,1,9.5,19,200
Mackay Reef,2021,3,2,10.294117647058824,21,204
Mackay Reef,2021,3,3,25.5,51,200
Mackay Reef,2021,3,4,22.5,45,200
Mackay Reef,2021,3,5,11,22,200
Mackay Reef,2022,1,1,25,51,204
Mackay Reef,2022,1,2,16.5,33,200
Mackay Reef,2022,1,3,21,42,200
Mackay Reef,2022,1,4,14.5,29,200
Mackay Reef,2022,1,5,32.5,65,200
Mackay Reef,2022,2,1,11.5,23,200
Mackay Reef,2022,2,2,21.608040201005025,43,199
Mackay Reef,2022,2,3,20,40,200
Mackay Reef,2022,2,4,15.5,31,200
Mackay Reef,2022,2,5,18,36,200
Mackay Reef,2022,3,1,16.5,33,200
Mackay Reef,2022,3,2,19,38,200
Mackay Reef,2022,3,3,19.5,39,200
Mackay Reef,2022,3,4,16.417910447761194,33,201
Mackay Reef,2022,3,5,14.5,29,200
Mackay Reef,2023,1,1,15,30,200
Mackay Reef,2023,1,2,17,34,200
Mackay Reef,2023,1,3,22.5,45,200
Mackay Reef,2023,1,4,17,34,200
Mackay Reef,2023,1,5,33.5,67,200
Mackay Reef,2023,2,1,20.87378640776699,43,206
Mackay Reef,2023,2,2,26.5,53,200
Mackay Reef,2023,2,3,23,46,200
Mackay Reef,2023,2,4,17.15686274509804,35,204
Mackay Reef,2023,2,5,13.5,27,200
Mackay Reef,2023,3,1,15,30,200
Mackay Reef,2023,3,2,13.5,27,200
Mackay Reef,2023,3,3,25.5,51,200
Mackay Reef,2023,3,4,19.5,39,200
Mackay Reef,2023,3,5,8.5,17,200
Mantis Reef,2019,1,1,34.34343434343434,68,198
Mantis Reef,2019,1,2,37,74,200
Mantis Reef,2019,1,3,33.649289099526065,71,211
Mantis Reef,2019,1,4,45.45454545454545,95,209
Mantis Reef,2019,1,5,52.76381909547739,105,199
Mantis Reef,2019,2,1,28.909952606635073,61,211
Mantis Reef,2019,2,2,37.56345177664974,74,197
Mantis Reef,2019,2,3,44,88,200
Mantis Reef,2019,2,4,25.628140703517587,51,199
Mantis Reef,2019,2,5,44.39461883408072,99,223
Mantis Reef,2019,3,1,11.11111111111111,22,198
Mantis Reef,2019,3,2,27,54,200
Mantis Reef,2019,3,3,13.432835820895521,27,201
Mantis Reef,2019,3,4,20.76271186440678,49,236
Mantis Reef,2019,3,5,26.5,53,200
Mantis Reef,2021,1,1,35.1219512195122,72,205
Mantis Reef,2021,1,2,44.44444444444444,92,207
Mantis Reef,2021,1,3,42.5,85,200
Mantis Reef,2021,1,4,53.5,107,200
Mantis Reef,2021,1,5,50.5,101,200
Mantis Reef,2021,2,1,23,46,200
Mantis Reef,2021,2,2,41.29353233830845,83,201
Mantis Reef,2021,2,3,42.713567839195974,85,199
Mantis Reef,2021,2,4,43.5,87,200
Mantis Reef,2021,2,5,33.99014778325123,69,203
Mantis Reef,2021,3,1,4.186046511627907,9,215
Mantis Reef,2021,3,2,18.5,37,200
Mantis Reef,2021,3,3,5.025125628140703,10,199
Mantis Reef,2021,3,4,22.77227722772277,46,202
Mantis Reef,2021,3,5,18.048780487804876,37,205
Mantis Reef,2022,1,1,9,18,200
Mantis Reef,2022,1,2,17.647058823529413,36,204
Mantis Reef,2022,1,3,30.917874396135264,64,207
Mantis Reef,2022,1,4,18.18181818181818,36,198
Mantis Reef,2022,1,5,21.827411167512693,43,197
Mantis Reef,2022,2,1,23,46,200
Mantis Reef,2022,2,2,26.5,53,200
Mantis Reef,2022,2,3,27.5,55,200
Mantis Reef,2022,2,4,15.5,31,200
Mantis Reef,2022,2,5,18.686868686868685,37,198
Mantis Reef,2022,3,1,3.4146341463414633,7,205
Mantis Reef,2022,3,2,14.5,29,200
Mantis Reef,2022,3,3,5.853658536585366,12,205
Mantis Reef,2022,3,4,11,22,200
Mantis Reef,2022,3,5,10.552763819095476,21,199
Mantis Reef,2023,1,1,16.5,33,200
Mantis Reef,2023,1,2,17,34,200
Mantis Reef,2023,1,3,20,40,200
Mantis Reef,2023,1,4,20,40,200
Mantis Reef,2023,1,5,12.5,25,200
Mantis Reef,2023,2,1,21.5,43,200
Mantis Reef,2023,2,2,20.5,41,200
Mantis Reef,2023,2,3,36,72,200
Mantis Reef,2023,2,4,13.432835820895523,27,201
Mantis Reef,2023,2,5,25.5,51,200
Mantis Reef,2023,3,1,10,20,200
Mantis Reef,2023,3,2,18,36,200
Mantis Reef,2023,3,3,8,16,200
Mantis Reef,2023,3,4,5,10,200
Mantis Reef,2023,3,5,6.5,13,200
Martin Reef,1995,1,1,18.285714285714285,32,175
Martin Reef,1995,1,2,17.142857142857142,30,175
Martin Reef,1995,1,3,12.941176470588236,22,170
Martin Reef,1995,1,4,18.285714285714285,32,175
Martin Reef,1995,1,5,22.857142857142858,40,175
Martin Reef,1995,2,1,10,13,130
Martin Reef,1995,2,2,12.592592592592592,17,135
Martin Reef,1995,2,3,20.8,26,125
Martin Reef,1995,2,4,25.185185185185187,34,135
Martin Reef,1995,2,5,12.592592592592593,17,135
Martin Reef,1995,3,1,30.405405405405407,45,148
Martin Reef,1995,3,2,37.41935483870968,58,155
Martin Reef,1995,3,3,29.09090909090909,48,165
Martin Reef,1995,3,4,27.272727272727273,45,165
Martin Reef,1995,3,5,20,32,160
Martin Reef,1996,1,1,19.35483870967742,30,155
Martin Reef,1996,1,2,16.097560975609756,33,205
Martin Reef,1996,1,3,19.2,24,125
Martin Reef,1996,1,4,16.25615763546798,33,203
Martin Reef,1996,1,5,26,39,150
Martin Reef,1996,2,1,20,41,205
Martin Reef,1996,2,2,19.48051948051948,30,154
Martin Reef,1996,2,3,25.12562814070352,50,199
Martin Reef,1996,2,4,18.666666666666668,28,150
Martin Reef,1996,2,5,11.707317073170731,24,205
Martin Reef,1996,3,1,32.432432432432435,48,148
Martin Reef,1996,3,2,35.609756097560975,73,205
Martin Reef,1996,3,3,22,33,150
Martin Reef,1996,3,4,18,36,200
Martin Reef,1996,3,5,30.87248322147651,46,149
Martin Reef,1997,1,1,19,38,200
Martin Reef,1997,1,2,19,38,200
Martin Reef,1997,1,3,22.5,45,200
Martin Reef,1997,1,4,21.5,43,200
Martin Reef,1997,1,5,20.5,41,200
Martin Reef,1997,2,1,22,44,200
Martin Reef,1997,2,2,24.5,49,200
Martin Reef,1997,2,3,27.179487179487175,53,195
Martin Reef,1997,2,4,17,34,200
Martin Reef,1997,2,5,16,32,200
Martin Reef,1997,3,1,30.5,61,200
Martin Reef,1997,3,2,35,70,200
Martin Reef,1997,3,3,25,55,220
Martin Reef,1997,3,4,31.15577889447236,62,199
Martin Reef,1997,3,5,29.5,59,200
Martin Reef,1998,1,1,26,52,200
Martin Reef,1998,1,2,12,24,200
Martin Reef,1998,1,3,13.5,27,200
Martin Reef,1998,1,4,18,36,200
Martin Reef,1998,1,5,26,52,200
Martin Reef,1998,2,1,8,16,200
Martin Reef,1998,2,2,28,56,200
Martin Reef,1998,2,3,29.361702127659573,69,235
Martin Reef,1998,2,4,23,46,200
Martin Reef,1998,2,5,11.282051282051281,22,195
Martin Reef,1998,3,1,34.5,69,200
Martin Reef,1998,3,2,39.5,79,200
Martin Reef,1998,3,3,18.134715025906736,35,193
Martin Reef,1998,3,4,23.5,47,200
Martin Reef,1998,3,5,25,50,200
Martin Reef,1999,1,1,27.179487179487175,53,195
Martin Reef,1999,1,2,15.5,31,200
Martin Reef,1999,1,3,13.5,27,200
Martin Reef,1999,1,4,19,38,200
Martin Reef,1999,1,5,17.5,35,200
Martin Reef,1999,2,1,17,34,200
Martin Reef,1999,2,2,29,58,200
Martin Reef,1999,2,3,24,48,200
Martin Reef,1999,2,4,21.105527638190953,42,199
Martin Reef,1999,2,5,23.636363636363633,39,165
Martin Reef,1999,3,1,29.14572864321608,58,199
Martin Reef,1999,3,2,35.35353535353536,70,198
Martin Reef,1999,3,3,25.5,51,200
Martin Reef,1999,3,4,23.115577889447234,46,199
Martin Reef,1999,3,5,32.663316582914575,65,199
Martin Reef,2000,1,1,22.5,45,200
Martin Reef,2000,1,2,12.626262626262626,25,198
Martin Reef,2000,1,3,11.764705882352942,24,204
Martin Reef,2000,1,4,17.5,35,200
Martin Reef,2000,1,5,27.69230769230769,54,195
Martin Reef,2000,2,1,16.5,33,200
Martin Reef,2000,2,2,29.75609756097561,61,205
Martin Reef,2000,2,3,16.5,33,200
Martin Reef,2000,2,4,16.5,33,200
Martin Reef,2000,2,5,27.918781725888326,55,197
Martin Reef,2000,3,1,27.63819095477387,55,199
Martin Reef,2000,3,2,34.69387755102041,68,196
Martin Reef,2000,3,3,18.13953488372093,39,215
Martin Reef,2000,3,4,30.5,61,200
Martin Reef,2000,3,5,35,70,200
Martin Reef,2001,1,1,14,28,200
Martin Reef,2001,1,2,12.5,25,200
Martin Reef,2001,1,3,12.5,25,200
Martin Reef,2001,1,4,14,28,200
Martin Reef,2001,1,5,21,42,200
Martin Reef,2001,2,1,24.615384615384613,48,195
Martin Reef,2001,2,2,29,58,200
Martin Reef,2001,2,3,31,62,200
Martin Reef,2001,2,4,10.24390243902439,21,205
Martin Reef,2001,2,5,10.69767441860465,23,215
Martin Reef,2001,3,1,19.148936170212764,45,235
Martin Reef,2001,3,2,23.3502538071066,46,197
Martin Reef,2001,3,3,29,58,200
Martin Reef,2001,3,4,23,46,200
Martin Reef,2001,3,5,29.292929292929294,58,198
Martin Reef,2002,1,1,23,46,200
Martin Reef,2002,1,2,18,36,200
Martin Reef,2002,1,3,18,36,200
Martin Reef,2002,1,4,24.242424242424242,48,198
Martin Reef,2002,1,5,24.5,49,200
Martin Reef,2002,2,1,10,20,200
Martin Reef,2002,2,2,30.5,61,200
Martin Reef,2002,2,3,27.5,55,200
Martin Reef,2002,2,4,23.589743589743588,46,195
Martin Reef,2002,2,5,24,48,200
Martin Reef,2002,3,1,19,38,200
Martin Reef,2002,3,2,30.612244897959183,60,196
Martin Reef,2002,3,3,32.5,65,200
Martin Reef,2002,3,4,36.92307692307692,72,195
Martin Reef,2002,3,5,27,54,200
Martin Reef,2003,1,1,15.075376884422111,30,199
Martin Reef,2003,1,2,11.5,23,200
Martin Reef,2003,1,3,14.5,29,200
Martin Reef,2003,1,4,18.5,37,200
Martin Reef,2003,1,5,20.5,41,200
Martin Reef,2003,2,1,8,16,200
Martin Reef,2003,2,2,20.5,41,200
Martin Reef,2003,2,3,21.5,43,200
Martin Reef,2003,2,4,14,28,200
Martin Reef,2003,2,5,18.5,37,200
Martin Reef,2003,3,1,30,60,200
Martin Reef,2003,3,2,18,36,200
Martin Reef,2003,3,3,22.5,45,200
Martin Reef,2003,3,4,21,42,200
Martin Reef,2003,3,5,24,48,200
Martin Reef,2004,1,1,20.5,41,200
Martin Reef,2004,1,2,12.5,25,200
Martin Reef,2004,1,3,17.5,35,200
Martin Reef,2004,1,4,16.83673469387755,33,196
Martin Reef,2004,1,5,24,48,200
Martin Reef,2004,2,1,7,14,200
Martin Reef,2004,2,2,17.085427135678394,34,199
Martin Reef,2004,2,3,22.613065326633166,45,199
Martin Reef,2004,2,4,19.796954314720814,39,197
Martin Reef,2004,2,5,20,40,200
Martin Reef,2004,3,1,30.412371134020617,59,194
Martin Reef,2004,3,2,37.5,75,200
Martin Reef,2004,3,3,30.964467005076145,61,197
Martin Reef,2004,3,4,25.5,51,200
Martin Reef,2004,3,5,31.632653061224488,62,196
Martin Reef,2005,1,1,20.5,41,200
Martin Reef,2005,1,2,20.5,41,200
Martin Reef,2005,1,3,28,56,200
Martin Reef,2005,1,4,26.5,53,200
Martin Reef,2005,1,5,35,70,200
Martin Reef,2005,2,1,11,22,200
Martin Reef,2005,2,2,23.5,47,200
Martin Reef,2005,2,3,32.5,65,200
Martin Reef,2005,2,4,24.5,49,200
Martin Reef,2005,2,5,20.5,41,200
Martin Reef,2005,3,1,45.22613065326633,90,199
Martin Reef,2005,3,2,34.5,69,200
Martin Reef,2005,3,3,31.5,63,200
Martin Reef,2005,3,4,27.63819095477387,55,199
Martin Reef,2005,3,5,33.5,67,200
Martin Reef,2007,1,1,28.5,57,200
Martin Reef,2007,1,2,26.262626262626263,52,198
Martin Reef,2007,1,3,26.5,53,200
Martin Reef,2007,1,4,29,58,200
Martin Reef,2007,1,5,28,56,200
Martin Reef,2007,2,1,14,28,200
Martin Reef,2007,2,2,17.5,35,200
Martin Reef,2007,2,3,39,78,200
Martin Reef,2007,2,4,37.5,75,200
Martin Reef,2007,2,5,30.65326633165829,61,199
Martin Reef,2007,3,1,45,90,200
Martin Reef,2007,3,2,38.38383838383838,76,198
Martin Reef,2007,3,3,26.5,53,200
Martin Reef,2007,3,4,33.838383838383834,67,198
Martin Reef,2007,3,5,40.101522842639596,79,197
Martin Reef,2009,1,1,24.5,49,200
Martin Reef,2009,1,2,23,46,200
Martin Reef,2009,1,3,33,66,200
Martin Reef,2009,1,4,21,42,200
Martin Reef,2009,1,5,27,54,200
Martin Reef,2009,2,1,14.5,29,200
Martin Reef,2009,2,2,21,42,200
Martin Reef,2009,2,3,36,72,200
Martin Reef,2009,2,4,28.5,57,200
Martin Reef,2009,2,5,25.5,51,200
Martin Reef,2009,3,1,40,80,200
Martin Reef,2009,3,2,41.5,83,200
Martin Reef,2009,3,3,30.5,61,200
Martin Reef,2009,3,4,40,80,200
Martin Reef,2009,3,5,47.5,95,200
Martin Reef,2011,1,1,24,48,200
Martin Reef,2011,1,2,18,36,200
Martin Reef,2011,1,3,29.5,59,200
Martin Reef,2011,1,4,25.5,51,200
Martin Reef,2011,1,5,26,52,200
Martin Reef,2011,2,1,17.5,35,200
Martin Reef,2011,2,2,27,54,200
Martin Reef,2011,2,3,38,76,200
Martin Reef,2011,2,4,29,58,200
Martin Reef,2011,2,5,31.5,63,200
Martin Reef,2011,3,1,33,66,200
Martin Reef,2011,3,2,43.5,87,200
Martin Reef,2011,3,3,33.5,67,200
Martin Reef,2011,3,4,41.5,83,200
Martin Reef,2011,3,5,41,82,200
Martin Reef,2013,1,1,27,54,200
Martin Reef,2013,1,2,36,72,200
Martin Reef,2013,1,3,22,44,200
Martin Reef,2013,1,4,31,62,200
Martin Reef,2013,1,5,33,66,200
Martin Reef,2013,2,1,22.5,45,200
Martin Reef,2013,2,2,29,58,200
Martin Reef,2013,2,3,33,66,200
Martin Reef,2013,2,4,34.5,69,200
Martin Reef,2013,2,5,28,56,200
Martin Reef,2013,3,1,19,38,200
Martin Reef,2013,3,2,35,70,200
Martin Reef,2013,3,3,28,56,200
Martin Reef,2013,3,4,33,66,200
Martin Reef,2013,3,5,26.5,53,200
Martin Reef,2015,1,1,28.5,57,200
Martin Reef,2015,1,2,10.5,21,200
Martin Reef,2015,1,3,13.5,27,200
Martin Reef,2015,1,4,11.5,23,200
Martin Reef,2015,1,5,21.5,43,200
Martin Reef,2015,2,1,1,2,200
Martin Reef,2015,2,2,0.5,1,200
Martin Reef,2015,2,3,5,10,200
Martin Reef,2015,2,4,1,2,200
Martin Reef,2015,2,5,7,14,200
Martin Reef,2015,3,1,3.5,7,200
Martin Reef,2015,3,2,15,30,200
Martin Reef,2015,3,3,7,14,200
Martin Reef,2015,3,4,7.5,15,200
Martin Reef,2015,3,5,8.5,17,200
Martin Reef,2017,1,1,21.5,43,200
Martin Reef,2017,1,2,16,32,200
Martin Reef,2017,1,3,3.5,7,200
Martin Reef,2017,1,4,6,12,200
Martin Reef,2017,1,5,8,16,200
Martin Reef,2017,2,1,1,2,200
Martin Reef,2017,2,2,0,0,200
Martin Reef,2017,2,3,0.5,1,200
Martin Reef,2017,2,4,0.5,1,200
Martin Reef,2017,2,5,0.5,1,200
Martin Reef,2017,3,1,2.5,5,200
Martin Reef,2017,3,2,0.5,1,200
Martin Reef,2017,3,3,4.5,9,200
Martin Reef,2017,3,4,2.5,5,200
Martin Reef,2017,3,5,4.5,9,200
Martin Reef,2019,1,1,30.80808080808081,61,198
Martin Reef,2019,1,2,16,32,200
Martin Reef,2019,1,3,7,14,200
Martin Reef,2019,1,4,9.70873786407767,20,206
Martin Reef,2019,1,5,11.675126903553299,23,197
Martin Reef,2019,2,1,2.0100502512562812,4,199
Martin Reef,2019,2,2,1.0050251256281406,2,199
Martin Reef,2019,2,3,2.5,5,200
Martin Reef,2019,2,4,0,0,200
Martin Reef,2019,2,5,1.4423076923076923,3,208
Martin Reef,2019,3,1,6.5,13,200
Martin Reef,2019,3,2,9.5,19,200
Martin Reef,2019,3,3,12.121212121212121,24,198
Martin Reef,2019,3,4,9.313725490196079,19,204
Martin Reef,2019,3,5,5.025125628140703,10,199
Martin Reef,2021,1,1,23.5,47,200
Martin Reef,2021,1,2,15.5,31,200
Martin Reef,2021,1,3,11.5,23,200
Martin Reef,2021,1,4,18,36,200
Martin Reef,2021,1,5,18.5,37,200
Martin Reef,2021,2,1,3.940886699507389,8,203
Martin Reef,2021,2,2,19.5,39,200
Martin Reef,2021,2,3,11.5,23,200
Martin Reef,2021,2,4,7,14,200
Martin Reef,2021,2,5,9.5,19,200
Martin Reef,2021,3,1,14.5,29,200
Martin Reef,2021,3,2,28.846153846153847,60,208
Martin Reef,2021,3,3,27.63819095477387,55,199
Martin Reef,2021,3,4,22.058823529411764,45,204
Martin Reef,2021,3,5,24,48,200
Martin Reef,2022,1,1,29.35323383084577,59,201
Martin Reef,2022,1,2,18.09045226130653,36,199
Martin Reef,2022,1,3,10.5,21,200
Martin Reef,2022,1,4,17.5,35,200
Martin Reef,2022,1,5,18,36,200
Martin Reef,2022,2,1,18,36,200
Martin Reef,2022,2,2,17,34,200
Martin Reef,2022,2,3,19,38,200
Martin Reef,2022,2,4,11.5,23,200
Martin Reef,2022,2,5,9.313725490196077,19,204
Martin Reef,2022,3,1,10.945273631840797,22,201
Martin Reef,2022,3,2,27.5,55,200
Martin Reef,2022,3,3,41.5,83,200
Martin Reef,2022,3,4,31.188118811881186,63,202
Martin Reef,2022,3,5,35.5,71,200
Martin Reef,2023,1,1,26,52,200
Martin Reef,2023,1,2,14.000000000000002,28,200
Martin Reef,2023,1,3,13.5,27,200
Martin Reef,2023,1,4,16.831683168316832,34,202
Martin Reef,2023,1,5,26.5,53,200
Martin Reef,2023,2,1,10.552763819095476,21,199
Martin Reef,2023,2,2,20,40,200
Martin Reef,2023,2,3,26.237623762376238,53,202
Martin Reef,2023,2,4,15.5,31,200
Martin Reef,2023,2,5,15.000000000000002,30,200
Martin Reef,2023,3,1,7.960199004975125,16,201
Martin Reef,2023,3,2,40.00000000000001,80,200
Martin Reef,2023,3,3,27,54,200
Martin Reef,2023,3,4,31.372549019607842,64,204
Martin Reef,2023,3,5,38.19095477386934,76,199
Masthead Island,2022,1,1,32,64,200
Masthead Island,2022,1,2,28.301886792452834,60,212
Masthead Island,2022,1,3,31.03448275862069,63,203
Masthead Island,2022,1,4,13.5,27,200
Masthead Island,2022,1,5,30.5,61,200
Masthead Island,2022,2,1,23.03921568627451,47,204
Masthead Island,2022,2,2,22.5,45,200
Masthead Island,2022,2,3,28.5,57,200
Masthead Island,2022,2,4,37.5,75,200
Masthead Island,2022,2,5,28,56,200
Masthead Island,2022,3,1,28.71287128712871,58,202
Masthead Island,2022,3,2,22.277227722772277,45,202
Masthead Island,2022,3,3,19,38,200
Masthead Island,2022,3,4,23.5,47,200
Masthead Island,2022,3,5,24.5,49,200
Masthead Island,2023,1,1,13.72549019607843,28,204
Masthead Island,2023,1,2,22.885572139303484,46,201
Masthead Island,2023,1,3,26.108374384236456,53,203
Masthead Island,2023,1,4,17.5,35,200
Masthead Island,2023,1,5,40.5,81,200
Masthead Island,2023,2,1,20.5,41,200
Masthead Island,2023,2,2,24,48,200
Masthead Island,2023,2,3,37,74,200
Masthead Island,2023,2,4,32,64,200
Masthead Island,2023,2,5,75,150,200
Masthead Island,2023,3,1,25.5,51,200
Masthead Island,2023,3,2,17,34,200
Masthead Island,2023,3,3,35,70,200
Masthead Island,2023,3,4,31.5,63,200
Masthead Island,2023,3,5,9,18,200
McSweeney Reef,2021,1,1,6.5,13,200
McSweeney Reef,2021,1,2,5.445544554455445,11,202
McSweeney Reef,2021,1,3,12.682926829268292,26,205
McSweeney Reef,2021,1,4,10.050251256281406,20,199
McSweeney Reef,2021,1,5,11.442786069651742,23,201
McSweeney Reef,2021,2,1,11.557788944723619,23,199
McSweeney Reef,2021,2,2,13.5,27,200
McSweeney Reef,2021,2,3,3.465346534653465,7,202
McSweeney Reef,2021,2,4,6.5,13,200
McSweeney Reef,2021,2,5,17.82178217821782,36,202
McSweeney Reef,2021,3,1,3,6,200
McSweeney Reef,2021,3,2,7,14,200
McSweeney Reef,2021,3,3,11,22,200
McSweeney Reef,2021,3,4,14.761904761904763,31,210
McSweeney Reef,2021,3,5,10.476190476190476,22,210
McSweeney Reef,2022,1,1,7.5,15,200
McSweeney Reef,2022,1,2,4.5,9,200
McSweeney Reef,2022,1,3,9.5,19,200
McSweeney Reef,2022,1,4,11,22,200
McSweeney Reef,2022,1,5,9,18,200
McSweeney Reef,2022,2,1,14,28,200
McSweeney Reef,2022,2,2,19.801980198019802,40,202
McSweeney Reef,2022,2,3,2,4,200
McSweeney Reef,2022,2,4,8,16,200
McSweeney Reef,2022,2,5,5.970149253731344,12,201
McSweeney Reef,2022,3,1,10,20,200
McSweeney Reef,2022,3,2,7,14,200
McSweeney Reef,2022,3,3,9.547738693467336,19,199
McSweeney Reef,2022,3,4,17.910447761194032,36,201
McSweeney Reef,2022,3,5,11.5,23,200
McSweeney Reef,2023,1,1,19,38,200
McSweeney Reef,2023,1,2,6.5,13,200
McSweeney Reef,2023,1,3,7,14,200
McSweeney Reef,2023,1,4,10.5,21,200
McSweeney Reef,2023,1,5,11,22,200
McSweeney Reef,2023,2,1,10.44776119402985,21,201
McSweeney Reef,2023,2,2,18.5,37,200
McSweeney Reef,2023,2,3,6,12,200
McSweeney Reef,2023,2,4,11.5,23,200
McSweeney Reef,2023,2,5,13,26,200
McSweeney Reef,2023,3,1,9,18,200
McSweeney Reef,2023,3,2,11,22,200
McSweeney Reef,2023,3,3,8,16,200
McSweeney Reef,2023,3,4,14,28,200
McSweeney Reef,2023,3,5,14.5,29,200
Michaelmas Cay,1995,1,1,22.666666666666668,34,150
Michaelmas Cay,1995,1,2,15.483870967741936,24,155
Michaelmas Cay,1995,1,3,18.78787878787879,31,165
Michaelmas Cay,1995,1,4,24.096385542168676,40,166
Michaelmas Cay,1995,1,5,22.285714285714285,39,175
Michaelmas Cay,1995,2,1,16.463414634146343,27,164
Michaelmas Cay,1995,2,2,16.9811320754717,27,159
Michaelmas Cay,1995,2,3,17.93103448275862,26,145
Michaelmas Cay,1995,2,4,23.88888888888889,43,180
Michaelmas Cay,1995,2,5,25.657894736842103,39,152
Michaelmas Cay,1995,3,1,15.15151515151515,25,165
Michaelmas Cay,1995,3,2,8.275862068965518,12,145
Michaelmas Cay,1995,3,3,9.433962264150944,15,159
Michaelmas Cay,1995,3,4,10.625,17,160
Michaelmas Cay,1995,3,5,25,40,160
Michaelmas Cay,1996,1,1,29.100529100529098,55,189
Michaelmas Cay,1996,1,2,26.63316582914573,53,199
Michaelmas Cay,1996,1,3,21.649484536082475,42,194
Michaelmas Cay,1996,1,4,20.28985507246377,42,207
Michaelmas Cay,1996,1,5,25,46,184
Michaelmas Cay,1996,2,1,25.53191489361702,48,188
Michaelmas Cay,1996,2,2,25.396825396825395,48,189
Michaelmas Cay,1996,2,3,24.870466321243526,48,193
Michaelmas Cay,1996,2,4,20.11173184357542,36,179
Michaelmas Cay,1996,2,5,21.105527638190953,42,199
Michaelmas Cay,1996,3,1,8.16326530612245,16,196
Michaelmas Cay,1996,3,2,15.07537688442211,30,199
Michaelmas Cay,1996,3,3,11.5,23,200
Michaelmas Cay,1996,3,4,7.070707070707071,14,198
Michaelmas Cay,1996,3,5,28.78787878787879,57,198
Michaelmas Cay,1997,1,1,23.589743589743588,46,195
Michaelmas Cay,1997,1,2,19.5,39,200
Michaelmas Cay,1997,1,3,25,50,200
Michaelmas Cay,1997,1,4,21.052631578947366,40,190
Michaelmas Cay,1997,1,5,23.157894736842106,44,190
Michaelmas Cay,1997,2,1,26.701570680628272,51,191
